codigo_del_sitio,tipo_de_mueble,tipo_de_anuncio,disponible,estado,municipio,zm,nivel_socioeconomico_ab,nivel_socioeconomico_c_mas,nivel_socioeconomico_c,nivel_socioeconomico_d,nivel_socioeconomico_e,nivel_socioeconomico_d_mas,cero_catorce,quince_diecinueve,veinte_veinticuatro,veinticinco_treintaycuatro,treintaycinco_cuarentaycuatro,cuarentaycinco_sesentaycuatro,sesentaycinco_mas,per_muj,per_hom,frecuencia_catorcenal,frecuencia_mensual,exposicion_promedio_catorcenal,impactos_catorcenal,alcance_vehiculos_catorcenal,id_fourteen,mes,impactos_mensuales,alcance_mensual,impactos_mensuales_prom_min_max,alcance_mensuales_prom_min_max,name,fecha_uso_inicio,fecha_uso_fin
PRUEBA-DDBJZ001 - 1,Relojes,Digital,Sí,Ciudad de Mexico,Benito Juarez,Valle de Mexico,0.221581459,0.3526921272,0.1921501309,0.03206057101,0.002819149988,0.1986965835,0.132346764,0.04798431829,0.06327183431,0.1934860577,0.1818410934,0.2550001616,0.1260697707,0.4833144546,0.5166855454,9.554776192,12.41647911,8.594899178,148652,15557.87357,2024-26,2024-12,306306,24669.3125,306306,24669.3125,campania_8,2024-11-01,2024-12-31
PRUEBA-DDCJP017 - 2,Relojes,Digital,Sí,Ciudad de Mexico,Cuajimalpa de Morelos,Valle de Mexico,0.2778439522,0.2876442671,0.1409484297,0.07631430775,0.003229910973,0.2140191197,0.1929627637,0.07075146027,0.07897088785,0.1644796198,0.1581768585,0.2439990343,0.09065937557,0.4696533978,0.530346632,7.335848331,9.532971382,10.80970955,123144,16786.6066,2024-23,2024-11,234080,24554.7793,234080,24554.7793,campania_8,2024-11-01,2024-12-31
PRUEBA-DDAOB028 - 2,Relojes,Digital,Sí,Ciudad de Mexico,Alvaro Obregon,Valle de Mexico,0.2461665124,0.2357383817,0.1389906555,0.1142056212,0.005379369482,0.2595194578,0.1920565244,0.07213984157,0.07972192801,0.1630167231,0.1563931198,0.2456308833,0.09104097982,0.4677655697,0.5322344303,9.603762627,12.48013687,4.860716343,304038,31658.21687,2025-01,2025-01,657958,52720.41406,657958,52720.41406,campania_8,2024-11-01,2024-12-31
PRUEBA-DDMHG016 - 2,Relojes,Digital,Sí,Ciudad de Mexico,Miguel Hidalgo,Valle de Mexico,0.3598069251,0.265707165,0.1363817453,0.05696292222,0.006134518888,0.1750067323,0.1673286627,0.0614000268,0.07229957449,0.163783971,0.1646284268,0.2577713952,0.112787943,0.4842625558,0.5157374144,9.588711739,12.46057796,7.387304783,127428,13289.37645,2024-23,2024-11,265132,21277.66406,265132,21277.66406,campania_8,2024-11-01,2024-12-31
PRUEBA-DDCJP003 - 2,Relojes,Digital,Sí,Ciudad de Mexico,Cuajimalpa de Morelos,Valle de Mexico,0.278680712,0.2413190901,0.1277992427,0.1252873093,0.00557371648,0.2213399261,0.1903412709,0.07215301758,0.08011550475,0.161901409,0.15572168,0.2477565711,0.09201054674,0.4673698843,0.5326300859,11.52485561,14.97660732,4.338274002,493906,42855.72128,2024-25,2024-12,992166,66247.71094,992166,66247.71094,campania_8,2024-11-01,2024-12-31
PRUEBA-DDBJZ016 - 2,Relojes,Digital,Sí,Ciudad de Mexico,Benito Juarez,Valle de Mexico,0.2737202644,0.3662273884,0.1578265876,0.02212577872,0.001956424443,0.178143546,0.1322172039,0.0488502657,0.06362296243,0.1818941492,0.1750634012,0.2629804375,0.1353715801,0.4855874777,0.5144125223,15.33203411,19.92405319,6.868089676,445102,29030.85114,2024-25,2024-12,952532,47808.14453,952532,47808.14453,campania_8,2024-11-01,2024-12-31
PRUEBA-DDMHG016 - 2,Relojes,Digital,Sí,Ciudad de Mexico,Miguel Hidalgo,Valle de Mexico,0.3598069251,0.265707165,0.1363817453,0.05696292222,0.006134518888,0.1750067323,0.1673286627,0.0614000268,0.07229957449,0.163783971,0.1646284268,0.2577713952,0.112787943,0.4842625558,0.5157374144,9.588711739,12.46057796,7.387304783,152194,15872.20517,2024-26,2024-12,351190,28184.08594,351190,28184.08594,campania_8,2024-11-01,2024-12-31
PRUEBA-DDCUA002 - 2,Relojes,Digital,Sí,Ciudad de Mexico,Cuauhtemoc,Valle de Mexico,0.1368851215,0.3259867728,0.2477226704,0.03312641382,0.002664669417,0.2536143661,0.1345777657,0.0470820621,0.06135456139,0.207183563,0.1886762029,0.2472683451,0.1138574999,0.4768518806,0.5231481194,14.4900198,18.82985306,8.424474716,484120,33410.58237,2024-25,2024-12,1091804,57982.60938,1091804,57982.60938,campania_8,2024-11-01,2024-12-31
PRUEBA-DDAOB014 - 2,Relojes,Digital,Sí,Ciudad de Mexico,Alvaro Obregon,Valle de Mexico,0.1785867661,0.1736585051,0.1124155521,0.2430743128,0.01487680618,0.2773880661,0.1887325409,0.07118696959,0.07858490498,0.1650555607,0.1571805706,0.2465189351,0.09274051809,0.4669701457,0.5330298543,12.29249859,15.97416306,3.668259382,249368,20286.1931,2025-01,2025-01,506954,31735.87305,506954,31735.87305,campania_8,2024-11-01,2024-12-31
PRUEBA-DDAOB021 - 1,Relojes,Digital,Sí,Ciudad de Mexico,Alvaro Obregon,Valle de Mexico,0.3613912463,0.3104949594,0.1503882706,0.02552093752,0.0014089623,0.1507956237,0.1319260149,0.05433447497,0.07036741501,0.1707699756,0.1618602962,0.2679785002,0.1427633231,0.4888226092,0.511177361,12.27887249,15.95645523,6.036065102,381542,31073.04847,2024-25,2024-12,738136,46259.39844,738136,46259.39844,campania_8,2024-11-01,2024-12-31
PRUEBA-DDMHG016 - 2,Relojes,Digital,Sí,Ciudad de Mexico,Miguel Hidalgo,Valle de Mexico,0.3598069251,0.265707165,0.1363817453,0.05696292222,0.006134518888,0.1750067323,0.1673286627,0.0614000268,0.07229957449,0.163783971,0.1646284268,0.2577713952,0.112787943,0.4842625558,0.5157374144,9.588711739,12.46057796,7.387304783,151130,15761.24136,2025-01,2025-01,289954,23269.70703,289954,23269.70703,campania_8,2024-11-01,2024-12-31
PRUEBA-DDAOB028 - 2,Relojes,Digital,Sí,Ciudad de Mexico,Alvaro Obregon,Valle de Mexico,0.2461665124,0.2357383817,0.1389906555,0.1142056212,0.005379369482,0.2595194578,0.1920565244,0.07213984157,0.07972192801,0.1630167231,0.1563931198,0.2456308833,0.09104097982,0.4677655697,0.5322344303,9.603762627,12.48013687,4.860716343,263438,27430.70713,2024-23,2024-11,625604,50127.97656,625604,50127.97656,campania_8,2024-11-01,2024-12-31
PRUEBA-DDCJP017 - 2,Relojes,Digital,Sí,Ciudad de Mexico,Cuajimalpa de Morelos,Valle de Mexico,0.2778439522,0.2876442671,0.1409484297,0.07631430775,0.003229910973,0.2140191197,0.1929627637,0.07075146027,0.07897088785,0.1644796198,0.1581768585,0.2439990343,0.09065937557,0.4696533978,0.530346632,7.335848331,9.532971382,10.80970955,110936,15122.45005,2024-24,2024-11,234080,24554.7793,234080,24554.7793,campania_8,2024-11-01,2024-12-31
PRUEBA-DDBJZ026 - 1,Relojes,Digital,Sí,Ciudad de Mexico,Benito Juarez,Valle de Mexico,0.2161484957,0.3506014347,0.1792467088,0.04894233495,0.004819924477,0.2002411038,0.1343454738,0.04881601129,0.0629729094,0.1913866782,0.181775591,0.2553749951,0.1253283412,0.48446998,0.5155300498,15.33203411,19.92405319,6.868089676,445102,29030.85114,2024-25,2024-12,952532,47808.14453,952532,47808.14453,campania_8,2024-11-01,2024-12-31
PRUEBA-DDCJP017 - 2,Relojes,Digital,Sí,Ciudad de Mexico,Cuajimalpa de Morelos,Valle de Mexico,0.2778439522,0.2876442671,0.1409484297,0.07631430775,0.003229910973,0.2140191197,0.1929627637,0.07075146027,0.07897088785,0.1644796198,0.1581768585,0.2439990343,0.09065937557,0.4696533978,0.530346632,7.335848331,9.532971382,10.80970955,131600,17939.30218,2025-01,2025-01,292026,30633.26172,292026,30633.26172,campania_8,2024-11-01,2024-12-31
PRUEBA-DDAOB021 - 1,Relojes,Digital,Sí,Ciudad de Mexico,Alvaro Obregon,Valle de Mexico,0.3613912463,0.3104949594,0.1503882706,0.02552093752,0.0014089623,0.1507956237,0.1319260149,0.05433447497,0.07036741501,0.1707699756,0.1618602962,0.2679785002,0.1427633231,0.4888226092,0.511177361,12.27887249,15.95645523,6.036065102,493654,40203.52849,2025-01,2025-01,851158,53342.55078,851158,53342.55078,campania_8,2024-11-01,2024-12-31
PRUEBA-DDMHG007 - 1,Relojes,Digital,Sí,Ciudad de Mexico,Miguel Hidalgo,Valle de Mexico,0.1471982002,0.2402143031,0.2837181091,0.0569367297,0.004084419925,0.2678482234,0.1637261897,0.05895007676,0.06929579901,0.1757734968,0.1684547361,0.2541739638,0.1096257378,0.4712460935,0.5287538767,12.01711655,15.61630249,13.00648689,113036,9406.249791,2024-23,2024-11,256186,16405.03516,256186,16405.03516,campania_8,2024-11-01,2024-12-31
PRUEBA-DDCJP003 - 2,Relojes,Digital,Sí,Ciudad de Mexico,Cuajimalpa de Morelos,Valle de Mexico,0.278680712,0.2413190901,0.1277992427,0.1252873093,0.00557371648,0.2213399261,0.1903412709,0.07215301758,0.08011550475,0.161901409,0.15572168,0.2477565711,0.09201054674,0.4673698843,0.5326300859,11.52485561,14.97660732,4.338274002,498260,43233.51343,2024-26,2024-12,992166,66247.71094,992166,66247.71094,campania_8,2024-11-01,2024-12-31
PRUEBA-DDCUA002 - 2,Relojes,Digital,Sí,Ciudad de Mexico,Cuauhtemoc,Valle de Mexico,0.1368851215,0.3259867728,0.2477226704,0.03312641382,0.002664669417,0.2536143661,0.1345777657,0.0470820621,0.06135456139,0.207183563,0.1886762029,0.2472683451,0.1138574999,0.4768518806,0.5231481194,14.4900198,18.82985306,8.424474716,607684,41938.10695,2024-26,2024-12,1091804,57982.60938,1091804,57982.60938,campania_8,2024-11-01,2024-12-31
PRUEBA-DDMHG032 - 1,Relojes,Digital,Sí,Ciudad de Mexico,Miguel Hidalgo,Valle de Mexico,0.4680912793,0.1826874167,0.09372399747,0.08203712106,0.007291682065,0.1661685258,0.185697498,0.06762724617,0.07767256586,0.1598720681,0.1575343672,0.2490444113,0.1025518434,0.4751045406,0.5248954892,10.2495594,13.3193531,25.92000008,191170,18651.53345,2024-26,2024-12,406224,30498.7793,406224,30498.7793,campania_8,2024-11-01,2024-12-31
PRUEBA-DDMHG016 - 2,Relojes,Digital,Sí,Ciudad de Mexico,Miguel Hidalgo,Valle de Mexico,0.3598069251,0.265707165,0.1363817453,0.05696292222,0.006134518888,0.1750067323,0.1673286627,0.0614000268,0.07229957449,0.163783971,0.1646284268,0.2577713952,0.112787943,0.4842625558,0.5157374144,9.588711739,12.46057796,7.387304783,137704,14361.05326,2024-24,2024-11,265132,21277.66406,265132,21277.66406,campania_8,2024-11-01,2024-12-31
PRUEBA-DDMHG016 - 2,Relojes,Digital,Sí,Ciudad de Mexico,Miguel Hidalgo,Valle de Mexico,0.3598069251,0.265707165,0.1363817453,0.05696292222,0.006134518888,0.1750067323,0.1673286627,0.0614000268,0.07229957449,0.163783971,0.1646284268,0.2577713952,0.112787943,0.4842625558,0.5157374144,9.588711739,12.46057796,7.387304783,198996,20753.15281,2024-25,2024-12,351190,28184.08594,351190,28184.08594,campania_8,2024-11-01,2024-12-31
PRUEBA-DDBJZ016 - 2,Relojes,Digital,Sí,Ciudad de Mexico,Benito Juarez,Valle de Mexico,0.2737202644,0.3662273884,0.1578265876,0.02212577872,0.001956424443,0.178143546,0.1322172039,0.0488502657,0.06362296243,0.1818941492,0.1750634012,0.2629804375,0.1353715801,0.4855874777,0.5144125223,15.33203411,19.92405319,6.868089676,336196,21927.68406,2024-23,2024-11,751352,37710.80078,751352,37710.80078,campania_8,2024-11-01,2024-12-31
PRUEBA-DDAOB014 - 2,Relojes,Digital,Sí,Ciudad de Mexico,Alvaro Obregon,Valle de Mexico,0.1785867661,0.1736585051,0.1124155521,0.2430743128,0.01487680618,0.2773880661,0.1887325409,0.07118696959,0.07858490498,0.1650555607,0.1571805706,0.2465189351,0.09274051809,0.4669701457,0.5330298543,12.29249859,15.97416306,3.668259382,298242,24262.11383,2024-25,2024-12,611128,38257.27734,611128,38257.27734,campania_8,2024-11-01,2024-12-31
PRUEBA-DDAOB019 - 1,Relojes,Digital,Sí,Ciudad de Mexico,Alvaro Obregon,Valle de Mexico,0.275241673,0.2268662453,0.1176637784,0.1349264532,0.007343531586,0.237958312,0.1897922046,0.07213371915,0.07999179008,0.1619554282,0.1555780758,0.2473698003,0.09317898186,0.4677408636,0.5322591662,8.654728889,11.24686337,6.304808617,428708,49534.53834,2024-26,2024-12,851774,75734.35938,851774,75734.35938,campania_8,2024-11-01,2024-12-31
PRUEBA-DDCUA002 - 2,Relojes,Digital,Sí,Ciudad de Mexico,Cuauhtemoc,Valle de Mexico,0.1368851215,0.3259867728,0.2477226704,0.03312641382,0.002664669417,0.2536143661,0.1345777657,0.0470820621,0.06135456139,0.207183563,0.1886762029,0.2472683451,0.1138574999,0.4768518806,0.5231481194,14.4900198,18.82985306,8.424474716,465038,32093.67596,2024-24,2024-11,885640,47033.82422,885640,47033.82422,campania_8,2024-11-01,2024-12-31
PRUEBA-DDBJZ016 - 2,Relojes,Digital,Sí,Ciudad de Mexico,Benito Juarez,Valle de Mexico,0.2737202644,0.3662273884,0.1578265876,0.02212577872,0.001956424443,0.178143546,0.1322172039,0.0488502657,0.06362296243,0.1818941492,0.1750634012,0.2629804375,0.1353715801,0.4855874777,0.5144125223,15.33203411,19.92405319,6.868089676,415156,27077.68565,2024-24,2024-11,751352,37710.80078,751352,37710.80078,campania_8,2024-11-01,2024-12-31
PRUEBA-DDBJZ001 - 1,Relojes,Digital,Sí,Ciudad de Mexico,Benito Juarez,Valle de Mexico,0.221581459,0.3526921272,0.1921501309,0.03206057101,0.002819149988,0.1986965835,0.132346764,0.04798431829,0.06327183431,0.1934860577,0.1818410934,0.2550001616,0.1260697707,0.4833144546,0.5166855454,9.554776192,12.41647911,8.594899178,151676,15874.3645,2024-24,2024-11,291158,23449.32031,291158,23449.32031,campania_8,2024-11-01,2024-12-31
PRUEBA-DDBJZ026 - 1,Relojes,Digital,Sí,Ciudad de Mexico,Benito Juarez,Valle de Mexico,0.2161484957,0.3506014347,0.1792467088,0.04894233495,0.004819924477,0.2002411038,0.1343454738,0.04881601129,0.0629729094,0.1913866782,0.181775591,0.2553749951,0.1253283412,0.48446998,0.5155300498,15.33203411,19.92405319,6.868089676,507430,33096.06516,2024-26,2024-12,952532,47808.14453,952532,47808.14453,campania_8,2024-11-01,2024-12-31
PRUEBA-DDBJZ026 - 1,Relojes,Digital,Sí,Ciudad de Mexico,Benito Juarez,Valle de Mexico,0.2161484957,0.3506014347,0.1792467088,0.04894233495,0.004819924477,0.2002411038,0.1343454738,0.04881601129,0.0629729094,0.1913866782,0.181775591,0.2553749951,0.1253283412,0.48446998,0.5155300498,15.33203411,19.92405319,6.868089676,447874,29211.64907,2025-01,2025-01,873754,43854.23047,873754,43854.23047,campania_8,2024-11-01,2024-12-31
PRUEBA-DDMHG006 - 1,Relojes,Digital,Sí,Ciudad de Mexico,Miguel Hidalgo,Valle de Mexico,0.1404721141,0.2477014661,0.2939921021,0.04539357871,0.003802842461,0.2686378956,0.1573921612,0.05579231958,0.06725525455,0.1845397771,0.1753845895,0.2521740412,0.1074618569,0.4788841903,0.5211157799,15.00940609,19.50479698,6.346987724,595042,39644.60662,2024-25,2024-12,1133776,58128.05859,1133776,58128.05859,campania_8,2024-11-01,2024-12-31
PRUEBA-DDBJZ016 - 2,Relojes,Digital,Sí,Ciudad de Mexico,Benito Juarez,Valle de Mexico,0.2737202644,0.3662273884,0.1578265876,0.02212577872,0.001956424443,0.178143546,0.1322172039,0.0488502657,0.06362296243,0.1818941492,0.1750634012,0.2629804375,0.1353715801,0.4855874777,0.5144125223,15.33203411,19.92405319,6.868089676,507430,33096.06516,2024-26,2024-12,952532,47808.14453,952532,47808.14453,campania_8,2024-11-01,2024-12-31
PRUEBA-DDBJZ026 - 1,Relojes,Digital,Sí,Ciudad de Mexico,Benito Juarez,Valle de Mexico,0.2161484957,0.3506014347,0.1792467088,0.04894233495,0.004819924477,0.2002411038,0.1343454738,0.04881601129,0.0629729094,0.1913866782,0.181775591,0.2553749951,0.1253283412,0.48446998,0.5155300498,15.33203411,19.92405319,6.868089676,415156,27077.68565,2024-24,2024-11,751352,37710.80078,751352,37710.80078,campania_8,2024-11-01,2024-12-31
PRUEBA-DDCJP003 - 2,Relojes,Digital,Sí,Ciudad de Mexico,Cuajimalpa de Morelos,Valle de Mexico,0.278680712,0.2413190901,0.1277992427,0.1252873093,0.00557371648,0.2213399261,0.1903412709,0.07215301758,0.08011550475,0.161901409,0.15572168,0.2477565711,0.09201054674,0.4673698843,0.5326300859,11.52485561,14.97660732,4.338274002,444654,38582.17534,2025-01,2025-01,815402,54445.04297,815402,54445.04297,campania_8,2024-11-01,2024-12-31
PRUEBA-DDMHG007 - 1,Relojes,Digital,Sí,Ciudad de Mexico,Miguel Hidalgo,Valle de Mexico,0.1471982002,0.2402143031,0.2837181091,0.0569367297,0.004084419925,0.2678482234,0.1637261897,0.05895007676,0.06929579901,0.1757734968,0.1684547361,0.2541739638,0.1096257378,0.4712460935,0.5287538767,12.01711655,15.61630249,13.00648689,183190,15244.08949,2024-26,2024-12,338926,21703.3457,338926,21703.3457,campania_8,2024-11-01,2024-12-31
PRUEBA-DDAOB028 - 2,Relojes,Digital,Sí,Ciudad de Mexico,Alvaro Obregon,Valle de Mexico,0.2461665124,0.2357383817,0.1389906555,0.1142056212,0.005379369482,0.2595194578,0.1920565244,0.07213984157,0.07972192801,0.1630167231,0.1563931198,0.2456308833,0.09104097982,0.4677655697,0.5322344303,9.603762627,12.48013687,4.860716343,362166,37710.8446,2024-24,2024-11,625604,50127.97656,625604,50127.97656,campania_8,2024-11-01,2024-12-31
PRUEBA-DDAOB014 - 2,Relojes,Digital,Sí,Ciudad de Mexico,Alvaro Obregon,Valle de Mexico,0.1785867661,0.1736585051,0.1124155521,0.2430743128,0.01487680618,0.2773880661,0.1887325409,0.07118696959,0.07858490498,0.1650555607,0.1571805706,0.2465189351,0.09274051809,0.4669701457,0.5330298543,12.29249859,15.97416306,3.668259382,233730,19014.03513,2024-23,2024-11,517958,32424.73438,517958,32424.73438,campania_8,2024-11-01,2024-12-31
PRUEBA-DDMHG032 - 1,Relojes,Digital,Sí,Ciudad de Mexico,Miguel Hidalgo,Valle de Mexico,0.4680912793,0.1826874167,0.09372399747,0.08203712106,0.007291682065,0.1661685258,0.185697498,0.06762724617,0.07767256586,0.1598720681,0.1575343672,0.2490444113,0.1025518434,0.4751045406,0.5248954892,10.2495594,13.3193531,25.92000008,121926,11895.73085,2024-24,2024-11,274708,20624.72461,274708,20624.72461,campania_8,2024-11-01,2024-12-31
PRUEBA-DDCUA002 - 2,Relojes,Digital,Sí,Ciudad de Mexico,Cuauhtemoc,Valle de Mexico,0.1368851215,0.3259867728,0.2477226704,0.03312641382,0.002664669417,0.2536143661,0.1345777657,0.0470820621,0.06135456139,0.207183563,0.1886762029,0.2472683451,0.1138574999,0.4768518806,0.5231481194,14.4900198,18.82985306,8.424474716,420602,29027.01348,2024-23,2024-11,885640,47033.82422,885640,47033.82422,campania_8,2024-11-01,2024-12-31
PRUEBA-DDMHG008 - 1,Relojes,Digital,Sí,Ciudad de Mexico,Miguel Hidalgo,Valle de Mexico,0.1471982002,0.2402143031,0.2837181091,0.0569367297,0.004084419925,0.2678482234,0.1637261897,0.05895007676,0.06929579901,0.1757734968,0.1684547361,0.2541739638,0.1096257378,0.4712460935,0.5287538767,9.515817642,12.3658514,6.908964634,364084,38260.92656,2024-24,2024-11,658672,53265.39844,658672,53265.39844,campania_8,2024-11-01,2024-12-31
PRUEBA-DDMHG008 - 1,Relojes,Digital,Sí,Ciudad de Mexico,Miguel Hidalgo,Valle de Mexico,0.1471982002,0.2402143031,0.2837181091,0.0569367297,0.004084419925,0.2678482234,0.1637261897,0.05895007676,0.06929579901,0.1757734968,0.1684547361,0.2541739638,0.1096257378,0.4712460935,0.5287538767,9.515817642,12.3658514,6.908964634,482804,50736.99583,2024-25,2024-12,923496,74681.14844,923496,74681.14844,campania_8,2024-11-01,2024-12-31
PRUEBA-DDAOB014 - 2,Relojes,Digital,Sí,Ciudad de Mexico,Alvaro Obregon,Valle de Mexico,0.1785867661,0.1736585051,0.1124155521,0.2430743128,0.01487680618,0.2773880661,0.1887325409,0.07118696959,0.07858490498,0.1650555607,0.1571805706,0.2465189351,0.09274051809,0.4669701457,0.5330298543,12.29249859,15.97416306,3.668259382,284228,23122.06896,2024-24,2024-11,517958,32424.73438,517958,32424.73438,campania_8,2024-11-01,2024-12-31
PRUEBA-DDAOB014 - 2,Relojes,Digital,Sí,Ciudad de Mexico,Alvaro Obregon,Valle de Mexico,0.1785867661,0.1736585051,0.1124155521,0.2430743128,0.01487680618,0.2773880661,0.1887325409,0.07118696959,0.07858490498,0.1650555607,0.1571805706,0.2465189351,0.09274051809,0.4669701457,0.5330298543,12.29249859,15.97416306,3.668259382,312886,25453.40947,2024-26,2024-12,611128,38257.27734,611128,38257.27734,campania_8,2024-11-01,2024-12-31
PRUEBA-DDBJZ001 - 1,Relojes,Digital,Sí,Ciudad de Mexico,Benito Juarez,Valle de Mexico,0.221581459,0.3526921272,0.1921501309,0.03206057101,0.002819149988,0.1986965835,0.132346764,0.04798431829,0.06327183431,0.1934860577,0.1818410934,0.2550001616,0.1260697707,0.4833144546,0.5166855454,9.554776192,12.41647911,8.594899178,139482,14598.14413,2024-23,2024-11,291158,23449.32031,291158,23449.32031,campania_8,2024-11-01,2024-12-31
PRUEBA-DDBJZ001 - 1,Relojes,Digital,Sí,Ciudad de Mexico,Benito Juarez,Valle de Mexico,0.221581459,0.3526921272,0.1921501309,0.03206057101,0.002819149988,0.1986965835,0.132346764,0.04798431829,0.06327183431,0.1934860577,0.1818410934,0.2550001616,0.1260697707,0.4833144546,0.5166855454,9.554776192,12.41647911,8.594899178,123956,12973.19765,2025-01,2025-01,272986,21985.78125,272986,21985.78125,campania_8,2024-11-01,2024-12-31
PRUEBA-DDCJP003 - 2,Relojes,Digital,Sí,Ciudad de Mexico,Cuajimalpa de Morelos,Valle de Mexico,0.278680712,0.2413190901,0.1277992427,0.1252873093,0.00557371648,0.2213399261,0.1903412709,0.07215301758,0.08011550475,0.161901409,0.15572168,0.2477565711,0.09201054674,0.4673698843,0.5326300859,11.52485561,14.97660732,4.338274002,411992,35748.12681,2024-24,2024-11,732746,48926.03516,732746,48926.03516,campania_8,2024-11-01,2024-12-31
PRUEBA-DDMHG006 - 1,Relojes,Digital,Sí,Ciudad de Mexico,Miguel Hidalgo,Valle de Mexico,0.1404721141,0.2477014661,0.2939921021,0.04539357871,0.003802842461,0.2686378956,0.1573921612,0.05579231958,0.06725525455,0.1845397771,0.1753845895,0.2521740412,0.1074618569,0.4788841903,0.5211157799,15.00940609,19.50479698,6.346987724,453068,30185.60477,2024-24,2024-11,746242,38259.41016,746242,38259.41016,campania_8,2024-11-01,2024-12-31
PRUEBA-DDCUA002 - 2,Relojes,Digital,Sí,Ciudad de Mexico,Cuauhtemoc,Valle de Mexico,0.1368851215,0.3259867728,0.2477226704,0.03312641382,0.002664669417,0.2536143661,0.1345777657,0.0470820621,0.06135456139,0.207183563,0.1886762029,0.2472683451,0.1138574999,0.4768518806,0.5231481194,14.4900198,18.82985306,8.424474716,700728,48359.35421,2025-01,2025-01,1283212,68147.74219,1283212,68147.74219,campania_8,2024-11-01,2024-12-31
PRUEBA-DDAOB021 - 1,Relojes,Digital,Sí,Ciudad de Mexico,Alvaro Obregon,Valle de Mexico,0.3613912463,0.3104949594,0.1503882706,0.02552093752,0.0014089623,0.1507956237,0.1319260149,0.05433447497,0.07036741501,0.1707699756,0.1618602962,0.2679785002,0.1427633231,0.4888226092,0.511177361,12.27887249,15.95645523,6.036065102,356594,29041.26582,2024-26,2024-12,738136,46259.39844,738136,46259.39844,campania_8,2024-11-01,2024-12-31
PRUEBA-DF3429,Vallas,Tradicional,Sí,Ciudad de Mexico,Benito Juarez,Valle de Mexico,0.2880597115,0.3820492029,0.1720440686,0.00796462968,0.0007978813373,0.1490845084,0.1289967355,0.04827250672,0.06239696616,0.1818434559,0.175575089,0.2636949482,0.1392202986,0.4865278602,0.5134721398,12.27887249,15.95645523,6.036065102,381542,31073.04847,2024-25,2024-12,738136,46259.39844,738136,46259.39844,campania_4,2024-10-01,2024-12-31
PRUEBA-DF3429,Vallas,Tradicional,Sí,Ciudad de Mexico,Benito Juarez,Valle de Mexico,0.2880597115,0.3820492029,0.1720440686,0.00796462968,0.0007978813373,0.1490845084,0.1289967355,0.04827250672,0.06239696616,0.1818434559,0.175575089,0.2636949482,0.1392202986,0.4865278602,0.5134721398,12.27887249,15.95645523,6.036065102,325542,26512.36913,2024-22,2024-10,674002,42240.08203,674002,42240.08203,campania_4,2024-10-01,2024-12-31
PRUEBA-DF2552,Vallas,Tradicional,Sí,Ciudad de Mexico,Azcapotzalco,Valle de Mexico,0.07352272421,0.174446851,0.282243818,0.0832702443,0.006311486475,0.3802048862,0.165046152,0.06284979638,0.07202629776,0.1721344604,0.1588065929,0.2552291431,0.1139075575,0.4635389745,0.5364610553,11.04611111,14.35447693,4.517131329,558026,50517.86956,2024-26,2024-12,1181432,82304.07813,1181432,82304.07813,campania_4,2024-10-01,2024-12-31
PRUEBA-EDO2,Vallas,Tradicional,Sí,Mexico,Naucalpan de Juarez,Valle de Mexico,0.3997666836,0.270986855,0.08936261386,0.06454154849,0.005960841663,0.1693814844,0.1480562336,0.06155577422,0.06798153816,0.1403040006,0.1519731227,0.2765742306,0.1535551001,0.4571092427,0.5428907871,14.1305933,18.3627758,2.652346611,2016770,142723.6604,2024-26,2024-12,4024818,219183.5313,4024818,219183.5313,campania_4,2024-10-01,2024-12-31
PRUEBA-DF3429,Vallas,Tradicional,Sí,Ciudad de Mexico,Benito Juarez,Valle de Mexico,0.2880597115,0.3820492029,0.1720440686,0.00796462968,0.0007978813373,0.1490845084,0.1289967355,0.04827250672,0.06239696616,0.1818434559,0.175575089,0.2636949482,0.1392202986,0.4865278602,0.5134721398,12.27887249,15.95645523,6.036065102,327614,26681.11427,2024-24,2024-11,731850,45865.44922,731850,45865.44922,campania_4,2024-10-01,2024-12-31
PRUEBA-DF3205,Vallas,Tradicional,Sí,Ciudad de Mexico,Benito Juarez,Valle de Mexico,0.1370605677,0.2747365534,0.2458626628,0.05353211239,0.004183198791,0.2846249044,0.1394622544,0.05531425945,0.06665058026,0.1745559003,0.1655934735,0.2653728599,0.1330506722,0.4800641239,0.5199358463,12.60003376,16.373806,2.048668861,1082354,85900.88095,2024-24,2024-11,1979306,120882.4609,1979306,120882.4609,campania_4,2024-10-01,2024-12-31
PRUEBA-DF3429,Vallas,Tradicional,Sí,Ciudad de Mexico,Benito Juarez,Valle de Mexico,0.2880597115,0.3820492029,0.1720440686,0.00796462968,0.0007978813373,0.1490845084,0.1289967355,0.04827250672,0.06239696616,0.1818434559,0.175575089,0.2636949482,0.1392202986,0.4865278602,0.5134721398,12.27887249,15.95645523,6.036065102,404236,32921.26377,2024-23,2024-11,731850,45865.44922,731850,45865.44922,campania_4,2024-10-01,2024-12-31
PRUEBA-DF3205,Vallas,Tradicional,Sí,Ciudad de Mexico,Benito Juarez,Valle de Mexico,0.1370605677,0.2747365534,0.2458626628,0.05353211239,0.004183198791,0.2846249044,0.1394622544,0.05531425945,0.06665058026,0.1745559003,0.1655934735,0.2653728599,0.1330506722,0.4800641239,0.5199358463,12.60003376,16.373806,2.048668861,1209012,95953.07624,2024-26,2024-12,2482732,151628.2813,2482732,151628.2813,campania_4,2024-10-01,2024-12-31
